Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2025-06-05,467.67999267578125,469.6499938964844,464.0299987792969,464.9599914550781,20131700
2025-06-06,470.3800048828125,473.3399963378906,468.7799987792969,470.0899963378906,15285600
2025-06-09,472.75,473.42999267578125,468.6199951171875,469.70001220703125,16469900
2025-06-10,470.9200134277344,472.79998779296875,466.9599914550781,471.19000244140625,15375900
2025-06-11,472.6199951171875,475.4700012207031,469.6600036621094,470.0199890136719,16399200
2025-06-12,478.8699951171875,480.4200134277344,473.5199890136719,475.0199890136719,18950600
2025-06-13,474.9599914550781,479.17999267578125,472.760009765625,476.4100036621094,16814500
2025-06-16,479.1400146484375,480.69000244140625,475.0,475.2099914550781,15626100
2025-06-17,478.0400085449219,478.739990234375,474.0799865722656,475.3999938964844,15414100
2025-06-18,480.239990234375,481.0,474.4599914550781,478.0,17526500
2025-06-20,477.3999938964844,483.4599914550781,476.8699951171875,482.2300109863281,37576200
2025-06-23,486.0,487.75,472.510009765625,478.2099914550781,24864000
2025-06-24,490.1099853515625,491.8500061035156,486.79998779296875,488.95001220703125,22305600
2025-06-25,492.2699890136719,494.55999755859375,489.3900146484375,492.0400085449219,17495100
2025-06-26,497.45001220703125,498.0400085449219,492.80999755859375,492.9800109863281,21578900
2025-06-27,495.94000244140625,499.29998779296875,493.0299987792969,497.54998779296875,34539200
2025-06-30,497.4100036621094,500.760009765625,495.3299865722656,497.0400085449219,28369000
2025-07-01,492.04998779296875,498.04998779296875,490.9800109863281,496.4700012207031,19945400
2025-07-02,491.0899963378906,493.5,488.70001220703125,489.989990234375,16319600
2025-07-03,498.8399963378906,500.1300048828125,493.44000244140625,493.80999755859375,13984800
