Date,Open,High,Low,Close,Volume,ticker
,IWM,IWM,IWM,IWM,IWM,
1594166400000000000,132.2708874933937,133.90595484069325,130.71101147815804,133.37973022460938,27358900,IWM
1594252800000000000,133.4548695724357,133.76496920627025,128.96314943121075,130.6827850341797,34647800,IWM
1594339200000000000,130.74859217972644,132.96626329299596,130.1096092456965,132.7877197265625,24008200,IWM
1594598400000000000,134.18785185426034,135.91687952039953,130.98350271942337,131.1056671142578,34235500,IWM
1594684800000000000,131.02107033656785,133.41728454264415,130.278720975993,133.27633666992188,28114000,IWM
1594771200000000000,136.64981715610475,138.86748773754826,136.05780743854334,138.1627197265625,40770100,IWM
1594857600000000000,137.29822743464732,137.82445200409137,136.142411731151,137.34521484375,30530800,IWM
1594944000000000000,137.83385157497315,138.68897371813492,136.73441496457016,137.74928283691406,20644100,IWM
1595203200000000000,137.30762724164867,137.99361191002114,136.39612593801508,137.15728759765625,19663300,IWM
1595289600000000000,138.57622288203984,140.16430285120597,138.32250231562,139.10244750976562,24503800,IWM
1595376000000000000,138.21912362332446,139.70383688628462,138.16274446651684,139.1776123046875,24424800,IWM
1595462400000000000,139.05543022312847,141.14154479099972,137.85262723570358,139.31854248046875,21704900,IWM
1595548800000000000,138.40702186642503,138.7641088819876,136.7813611467238,137.27000427246094,20015500,IWM
1595808000000000000,137.3734119355712,138.78294825448566,136.62165636444115,138.69837951660156,13370700,IWM
1595894400000000000,138.2003435751421,139.1118305304944,137.2512466167398,137.31703186035156,13268000,IWM
1595980800000000000,138.13457025387314,140.4368102237285,138.11577241999808,140.3428497314453,19864400,IWM
1596067200000000000,138.2660664980499,140.1266497661305,137.50491944922328,139.78836059570312,23618900,IWM
1596153600000000000,139.20578170602985,139.46889395869184,135.94505378353054,138.4728240966797,29881500,IWM
1596412800000000000,139.34672665335881,140.92541447474358,138.3412650671883,140.7280731201172,20777100,IWM
1596499200000000000,140.3804072507293,141.82752476564974,140.0515097371574,141.6959686279297,20285000,IWM
1596585600000000000,143.10552404337128,144.60903525231848,142.6262868355603,144.5150604248047,18190200,IWM
1596672000000000000,144.52446444524736,145.12586605252235,143.6881401110908,144.45867919921875,18237700,IWM
1596758400000000000,144.1955504952094,146.8266876047961,143.91364038729947,146.7515106201172,20475200,IWM
1597017600000000000,147.20257193050645,149.25110552323494,147.20257193050645,148.27381896972656,24000500,IWM
1597104000000000000,149.66454617818624,150.18137894600068,146.74210744222754,147.41868591308594,30359400,IWM
1597190400000000000,149.10074985802282,149.3074829982198,147.05223062694617,148.02011108398438,23378300,IWM
1597276800000000000,147.52204093319753,148.96915823139793,147.2025352135463,147.70997619628906,15799900,IWM
1597363200000000000,146.85491092036614,148.24564961007658,146.46963416232668,147.61605834960938,13360900,IWM
1597622400000000000,148.0012961757163,148.49933113639875,147.28713635287096,148.37716674804688,9744200,IWM
1597708800000000000,148.3302223089475,148.3302223089475,146.3192842479163,146.95826721191406,14670400,IWM
1597795200000000000,147.4656863982649,148.50874387323825,146.77032430731282,146.9676513671875,14337300,IWM
